,gene1,gene2,label,meta_path,rank_percent
67,G:HGNC:9304,G:HGNC:18583,1,"['GTG', 'GMDMG']",0.993
68,G:HGNC:13480,G:HGNC:8591,1,['GPdPG'],0.963
69,G:HGNC:9402,G:HGNC:392,1,['GTG'],0.751
70,G:HGNC:13538,G:HGNC:9412,1,['GTG'],0.793
71,G:HGNC:9304,G:HGNC:9319,1,"['GTG', 'GMDMG']",0.949
72,G:HGNC:13536,G:HGNC:3706,1,['GTG'],0.942
73,G:HGNC:7849,G:HGNC:7850,1,['GTG'],0.998
74,G:HGNC:393,G:HGNC:8590,1,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",0.976
75,G:HGNC:1970,G:HGNC:1973,1,"['GTG', 'GMDMG']",0.998
76,G:HGNC:2265,G:HGNC:2287,1,['GTG'],0.943
77,G:HGNC:5194,G:HGNC:5196,1,"['GTG', 'GMDpDMG']",0.999
78,G:HGNC:3655,G:HGNC:12434,1,"['GPdPG', 'GMDMG']",0.974
79,G:HGNC:9278,G:HGNC:30695,1,['GTG'],0.835
80,G:HGNC:9381,G:HGNC:1985,1,"['GTG', 'GMG', 'GMDMG']",0.962
81,G:HGNC:393,G:HGNC:30045,1,"['GTG', 'GMDMG']",0.995
82,G:HGNC:6863,G:HGNC:8591,1,['GPdPG'],0.963
83,G:HGNC:2460,G:HGNC:30045,1,['GTG'],0.79
84,G:HGNC:10251,G:HGNC:11408,1,"['GTG', 'GMDMG']",0.908
85,G:HGNC:393,G:HGNC:11408,1,"['GTG', 'GMDMG']",0.992
86,G:HGNC:9276,G:HGNC:9288,1,['GTG'],0.575
87,G:HGNC:8592,G:HGNC:6874,1,['GTG'],0.759
88,G:HGNC:9031,G:HGNC:9038,1,['GTG'],0.991
89,G:HGNC:20785,G:HGNC:19388,1,['GTG'],0.753
90,G:HGNC:9381,G:HGNC:9407,1,['GPdPG'],0.947
91,G:HGNC:2460,G:HGNC:9407,1,['GTG'],0.736
92,G:HGNC:2285,G:HGNC:2267,1,['GTG'],0.953
93,G:HGNC:9402,G:HGNC:11399,1,['GPdPG'],0.932
94,G:HGNC:16502,G:HGNC:16083,1,['GTG'],0.985
95,G:HGNC:19875,G:HGNC:4124,1,"['GTG', 'GMG']",0.999
96,G:HGNC:17825,G:HGNC:30038,1,['GTG'],0.944
97,G:HGNC:2265,G:HGNC:2294,1,['GTG'],0.985
98,G:HGNC:4123,G:HGNC:23242,1,['GTG'],0.959
99,G:HGNC:19086,G:HGNC:14068,1,['GTG'],0.976
100,G:HGNC:32249,G:HGNC:23241,0,['GMDpDMG'],0.288
101,G:HGNC:33809,G:HGNC:26814,0,,0.0
102,G:HGNC:4527,G:HGNC:28149,0,,0.0
103,G:HGNC:24522,G:HGNC:19165,0,"['GTG', 'GMDMG']",0.856
104,G:HGNC:20530,G:HGNC:7656,0,['GTG'],0.598
105,G:HGNC:33001,G:HGNC:16205,0,,0.0
106,G:HGNC:21263,G:HGNC:8522,0,['GMDMG'],0.58
107,G:HGNC:3054,G:HGNC:37153,0,,0.0
108,G:HGNC:13944,G:HGNC:1455,0,['GTG'],0.331
109,G:HGNC:22923,G:HGNC:24311,0,['GTG'],0.616
110,G:HGNC:21095,G:HGNC:33086,0,,0.0
111,G:HGNC:841,G:HGNC:18412,0,['GTG'],0.717
112,G:HGNC:28247,G:HGNC:3556,0,,0.0
113,G:HGNC:11027,G:HGNC:32635,0,,0.0
114,G:HGNC:25883,G:HGNC:23761,0,['GMDMG'],0.181
115,G:HGNC:21245,G:HGNC:10927,0,['GMDpDMG'],0.973
116,G:HGNC:2256,G:HGNC:34336,0,,0.0
117,G:HGNC:25088,G:HGNC:14509,0,['GMDpDMG'],0.738
118,G:HGNC:26998,G:HGNC:24928,0,,0.0
119,G:HGNC:1291,G:HGNC:4757,0,['GTG'],0.691
120,G:HGNC:27609,G:HGNC:4400,0,,0.0
121,G:HGNC:25559,G:HGNC:23621,0,,0.0
122,G:HGNC:29009,G:HGNC:26387,0,,0.0
123,G:HGNC:1571,G:HGNC:21408,0,,0.0
124,G:HGNC:6211,G:HGNC:24634,0,['GTG'],0.749
125,G:HGNC:29323,G:HGNC:4778,0,,0.0
126,G:HGNC:20898,G:HGNC:28994,0,['GMDMG'],0.88
127,G:HGNC:28444,G:HGNC:21289,0,,0.0
128,G:HGNC:25734,G:HGNC:27269,0,,0.0
129,G:HGNC:5429,G:HGNC:30883,0,,0.0
130,G:HGNC:5526,G:HGNC:32793,0,['GTG'],0.594
131,G:HGNC:1112,G:HGNC:33737,0,"['GMDMG', 'GMDpDMG']",0.465
132,G:HGNC:30460,G:HGNC:1858,0,,0.0
133,G:HGNC:24319,G:HGNC:32574,0,['GMDMG'],0.672
134,G:HGNC:7622,G:HGNC:1717,0,['GTG'],0.603
135,G:HGNC:19431,G:HGNC:16155,0,['GMDpDMG'],0.657
136,G:HGNC:31519,G:HGNC:15608,0,,0.0
137,G:HGNC:2290,G:HGNC:11957,0,,0.0
138,G:HGNC:18069,G:HGNC:14335,0,['GTG'],0.235
139,G:HGNC:19696,G:HGNC:1874,0,['GMDMG'],0.989
140,G:HGNC:26740,G:HGNC:29154,0,,0.0
141,G:HGNC:5457,G:HGNC:30293,0,['GMDpDMG'],0.222
142,G:HGNC:13406,G:HGNC:24936,0,,0.0
143,G:HGNC:19419,G:HGNC:7898,0,['GTG'],0.603
144,G:HGNC:16232,G:HGNC:3167,0,,0.0
145,G:HGNC:25648,G:HGNC:13347,0,['GTG'],0.654
146,G:HGNC:9182,G:HGNC:17679,0,['GTG'],0.348
147,G:HGNC:50150,G:HGNC:38218,0,,0.0
148,G:HGNC:24449,G:HGNC:51375,0,,0.0
149,G:HGNC:10847,G:HGNC:11914,0,['GTG'],0.535
150,G:HGNC:5989,G:HGNC:26494,0,,0.0
151,G:HGNC:16144,G:HGNC:2963,0,,0.0
152,G:HGNC:30465,G:HGNC:553,0,,0.0
153,G:HGNC:26714,G:HGNC:26272,0,['GTG'],0.709
154,G:HGNC:26720,G:HGNC:28736,0,,0.0
155,G:HGNC:29219,G:HGNC:21024,0,['GTG'],0.719
156,G:HGNC:37441,G:HGNC:30938,0,,0.0
157,G:HGNC:30413,G:HGNC:29993,0,,0.0
158,G:HGNC:377,G:HGNC:962,0,['GTG'],0.735
159,G:HGNC:101,G:HGNC:17094,0,,0.0
160,G:HGNC:17257,G:HGNC:5424,0,['GMG'],0.974
161,G:HGNC:20790,G:HGNC:25724,0,['GTG'],0.673
162,G:HGNC:28749,G:HGNC:20040,0,['GMDpDMG'],0.362
163,G:HGNC:21195,G:HGNC:20344,0,,0.0
164,G:HGNC:28314,G:HGNC:1811,0,,0.0
165,G:HGNC:18101,G:HGNC:24778,0,,0.0
166,G:HGNC:44,G:HGNC:16836,0,['GTG'],0.589
167,G:HGNC:636,G:HGNC:10430,0,['GMDMG'],0.231
168,G:HGNC:21605,G:HGNC:23293,0,['GTG'],0.816
169,G:HGNC:7996,G:HGNC:23927,0,['GTG'],0.631
170,G:HGNC:12336,G:HGNC:28185,0,['GTG'],0.895
171,G:HGNC:9498,G:HGNC:26877,0,['GMDpDMG'],0.802
172,G:HGNC:6375,G:HGNC:3043,0,['GTG'],0.507
173,G:HGNC:11805,G:HGNC:6011,0,['GTG'],0.119
174,G:HGNC:6807,G:HGNC:11532,0,['GTG'],0.724
175,G:HGNC:37165,G:HGNC:8568,0,"['GMDMG', 'GMDpDMG']",0.311
176,G:HGNC:11515,G:HGNC:16216,0,,0.0
177,G:HGNC:21221,G:HGNC:10492,0,['GMDMG'],0.359
178,G:HGNC:74,G:HGNC:24165,0,,0.0
179,G:HGNC:43626,G:HGNC:34370,0,,0.0
180,G:HGNC:16611,G:HGNC:4199,0,['GMDMG'],0.813
181,G:HGNC:21480,G:HGNC:28508,0,['GTG'],0.73
182,G:HGNC:3177,G:HGNC:5275,0,,0.0
183,G:HGNC:18035,G:HGNC:14448,0,,0.0
184,G:HGNC:32043,G:HGNC:20837,0,,0.0
185,G:HGNC:12509,G:HGNC:21342,0,,0.0
186,G:HGNC:30076,G:HGNC:37227,0,['GTG'],0.682
187,G:HGNC:16172,G:HGNC:32909,0,,0.0
188,G:HGNC:1224,G:HGNC:20603,0,,0.0
189,G:HGNC:18984,G:HGNC:35361,0,,0.0
190,G:HGNC:37295,G:HGNC:11976,0,,0.0
191,G:HGNC:21686,G:HGNC:17029,0,,0.0
192,G:HGNC:25858,G:HGNC:271,0,['GMDMG'],0.766
193,G:HGNC:29933,G:HGNC:12196,0,,0.0
194,G:HGNC:26643,G:HGNC:23723,0,"['GMDMG', 'GMDpDMG']",0.671
195,G:HGNC:4704,G:HGNC:33872,0,,0.0
196,G:HGNC:13782,G:HGNC:12243,0,,0.0
197,G:HGNC:26080,G:HGNC:1352,0,,0.0
198,G:HGNC:25973,G:HGNC:28867,0,['GTG'],0.486
199,G:HGNC:24709,G:HGNC:18105,0,['GMDMG'],0.255
200,G:HGNC:20263,G:HGNC:25177,0,,0.0
201,G:HGNC:28155,G:HGNC:28351,0,['GMDMG'],0.943
202,G:HGNC:9854,G:HGNC:12149,0,,0.0
203,G:HGNC:6167,G:HGNC:61,0,,0.0
204,G:HGNC:38879,G:HGNC:26054,0,,0.0
205,G:HGNC:9836,G:HGNC:12032,0,"['GTG', 'GMG']",0.604
206,G:HGNC:546,G:HGNC:5581,0,['GTG'],0.386
207,G:HGNC:24857,G:HGNC:10589,0,,0.0
208,G:HGNC:25444,G:HGNC:11583,0,,0.0
209,G:HGNC:9320,G:HGNC:26716,0,['GTG'],0.782
210,G:HGNC:44657,G:HGNC:18015,0,['GTG'],0.742
211,G:HGNC:22999,G:HGNC:18318,0,['GMDpDMG'],0.755
212,G:HGNC:23404,G:HGNC:28963,0,,0.0
213,G:HGNC:49981,G:HGNC:32138,0,['GTG'],0.69
214,G:HGNC:11321,G:HGNC:28412,0,"['GTG', 'GMDMG']",0.821
215,G:HGNC:12179,G:HGNC:33927,0,,0.0
216,G:HGNC:28224,G:HGNC:26026,0,,0.0
217,G:HGNC:18394,G:HGNC:31571,0,,0.0
218,G:HGNC:31533,G:HGNC:939,0,,0.0
219,G:HGNC:33032,G:HGNC:20717,0,,0.0
220,G:HGNC:14142,G:HGNC:21637,0,['GTG'],0.578
221,G:HGNC:5897,G:HGNC:20262,0,,0.0
222,G:HGNC:25966,G:HGNC:53085,0,['GTG'],0.746
223,G:HGNC:33440,G:HGNC:33624,0,,0.0
224,G:HGNC:23304,G:HGNC:14711,0,,0.0
225,G:HGNC:1319,G:HGNC:31803,0,,0.0
226,G:HGNC:13261,G:HGNC:29607,0,['GTG'],0.321
227,G:HGNC:24820,G:HGNC:23526,0,['GMDMG'],0.521
228,G:HGNC:4484,G:HGNC:2680,0,,0.0
229,G:HGNC:31609,G:HGNC:24809,0,,0.0
230,G:HGNC:26139,G:HGNC:18631,0,['GMDpDMG'],0.844
231,G:HGNC:28149,G:HGNC:18096,0,,0.0
232,G:HGNC:5735,G:HGNC:16937,0,['GTG'],0.642
233,G:HGNC:26552,G:HGNC:19190,0,['GTG'],0.736
234,G:HGNC:12989,G:HGNC:25782,0,['GTG'],0.882
235,G:HGNC:38844,G:HGNC:2069,0,,0.0
236,G:HGNC:24614,G:HGNC:29135,0,['GMG'],0.557
237,G:HGNC:15312,G:HGNC:12017,0,,0.0
238,G:HGNC:16133,G:HGNC:9606,0,['GTG'],0.219
239,G:HGNC:33038,G:HGNC:28477,0,,0.0
240,G:HGNC:26335,G:HGNC:33969,0,,0.0
241,G:HGNC:1445,G:HGNC:32370,0,['GTG'],0.502
242,G:HGNC:28456,G:HGNC:6448,0,['GTG'],0.624
243,G:HGNC:5970,G:HGNC:24252,0,,0.0
244,G:HGNC:7103,G:HGNC:2498,0,['GDpDpDG'],0.22
245,G:HGNC:18597,G:HGNC:11346,0,,0.0
246,G:HGNC:13020,G:HGNC:24538,0,,0.0
247,G:HGNC:28334,G:HGNC:4913,0,['GTG'],0.593
248,G:HGNC:17496,G:HGNC:21397,0,,0.0
249,G:HGNC:14353,G:HGNC:23515,0,,0.0
250,G:HGNC:9866,G:HGNC:12594,0,"['GTG', 'GMG', 'GMDpDMG']",0.9
251,G:HGNC:22030,G:HGNC:1589,0,,0.0
252,G:HGNC:42974,G:HGNC:30779,0,,0.0
253,G:HGNC:15844,G:HGNC:11827,0,"['GTG', 'GMDMG', 'GMDpDMG']",0.933
254,G:HGNC:30743,G:HGNC:25845,0,['GMDpDMG'],0.943
255,G:HGNC:3778,G:HGNC:11237,0,['GDpDpDG'],0.621
256,G:HGNC:22398,G:HGNC:35445,0,,0.0
257,G:HGNC:27610,G:HGNC:26176,0,,0.0
258,G:HGNC:32081,G:HGNC:24954,0,,0.0
259,G:HGNC:33205,G:HGNC:27223,0,,0.0
260,G:HGNC:24852,G:HGNC:1685,0,['GTG'],0.764
261,G:HGNC:914,G:HGNC:4591,0,"['GMG', 'GMDMG', 'GMDpDMG']",0.985
262,G:HGNC:11393,G:HGNC:3547,0,['GTG'],0.358
263,G:HGNC:9658,G:HGNC:7998,0,['GTG'],0.246
264,G:HGNC:7754,G:HGNC:21027,0,,0.0
265,G:HGNC:18248,G:HGNC:24097,0,['GTG'],0.515
266,G:HGNC:9504,G:HGNC:24275,0,['GTG'],0.533
267,G:HGNC:12115,G:HGNC:10291,0,,0.0
268,G:HGNC:9920,G:HGNC:26763,0,['GTG'],0.756
269,G:HGNC:25392,G:HGNC:29464,0,,0.0
270,G:HGNC:13621,G:HGNC:5258,0,,0.0
271,G:HGNC:33573,G:HGNC:14592,0,,0.0
272,G:HGNC:37305,G:HGNC:20329,0,,0.0
273,G:HGNC:24636,G:HGNC:6137,0,"['GMG', 'GMDMG']",0.994
274,G:HGNC:21166,G:HGNC:3708,0,['GTG'],0.309
275,G:HGNC:19616,G:HGNC:24338,0,['GTG'],0.677
276,G:HGNC:24132,G:HGNC:26367,0,,0.0
277,G:HGNC:20278,G:HGNC:15482,0,['GMDpDMG'],0.966
278,G:HGNC:29307,G:HGNC:5744,0,,0.0
279,G:HGNC:13746,G:HGNC:16013,0,['GMDMG'],0.231
280,G:HGNC:25945,G:HGNC:28866,0,['GMDMG'],0.336
281,G:HGNC:8685,G:HGNC:16863,0,['GMDMG'],0.994
282,G:HGNC:15143,G:HGNC:12518,0,['GTG'],0.713
283,G:HGNC:660,G:HGNC:13617,0,,0.0
284,G:HGNC:16824,G:HGNC:16806,0,,0.0
285,G:HGNC:15260,G:HGNC:3618,0,['GTG'],0.466
286,G:HGNC:26604,G:HGNC:25666,0,['GTG'],0.705
287,G:HGNC:34246,G:HGNC:6843,0,,0.0
288,G:HGNC:2370,G:HGNC:8979,0,['GTG'],0.467
289,G:HGNC:44141,G:HGNC:10882,0,,0.0
290,G:HGNC:12612,G:HGNC:29936,0,,0.0
291,G:HGNC:24965,G:HGNC:29155,0,['GTG'],0.606
292,G:HGNC:23514,G:HGNC:12632,0,['GTG'],0.403
293,G:HGNC:33692,G:HGNC:33053,0,,0.0
294,G:HGNC:3165,G:HGNC:24130,0,,0.0
295,G:HGNC:2495,G:HGNC:3380,0,"['GMG', 'GMDMG']",0.51
296,G:HGNC:14284,G:HGNC:30073,0,,0.0
297,G:HGNC:28981,G:HGNC:26979,0,['GTG'],0.714
298,G:HGNC:8191,G:HGNC:30653,0,,0.0
299,G:HGNC:11161,G:HGNC:23836,0,"['GTG', 'GMDMG', 'GMDpDMG']",0.884
