,gene1,gene2,meta_path,meta_path_rank,rank_percent,total_rank
20,G:HGNC:17927,G:HGNC:28407,['GMG'],715.0,0.176,868.0
21,G:HGNC:17927,G:HGNC:28407,['GMDMG'],2551.0,0.241,3362.0
22,G:HGNC:17927,G:HGNC:28407,"['GTG', 'GMG']",1136.0,0.666,3404.0
23,G:HGNC:17927,G:HGNC:28407,"['GTG', 'GMDMG']",2261.0,0.743,8800.0
24,G:HGNC:17927,G:HGNC:28407,"['GMG', 'GMDMG']",5589.0,0.147,6551.0
25,G:HGNC:17927,G:HGNC:28407,"['GTG', 'GMG', 'GMDMG']",3297.0,0.441,5895.0
26,G:HGNC:851,G:HGNC:857,['GDpDG'],2.0,0.997,599.0
27,G:HGNC:851,G:HGNC:857,['GDpDpDG'],757.0,0.87,5843.0
28,G:HGNC:851,G:HGNC:857,['GTG'],4.0,0.99,387.0
29,G:HGNC:851,G:HGNC:857,['GMG'],646.0,0.329,963.0
30,G:HGNC:851,G:HGNC:857,['GMDMG'],100.0,0.971,3416.0
31,G:HGNC:851,G:HGNC:857,['GMDpDMG'],3411.0,0.342,5182.0
32,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG']",10.0,0.996,2826.0
33,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG']",1.0,0.999,1741.0
34,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMG']",43.0,0.943,749.0
35,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMDMG']",1.0,1.0,2117.0
36,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMDpDMG']",38.0,0.979,1843.0
37,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG']",1.0,1.0,4388.0
38,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMG']",406.0,0.738,1552.0
39,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMDMG']",73.0,0.983,4231.0
40,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMDpDMG']",1022.0,0.721,3658.0
41,G:HGNC:851,G:HGNC:857,"['GTG', 'GMG']",62.0,0.976,2580.0
42,G:HGNC:851,G:HGNC:857,"['GTG', 'GMDMG']",1.0,1.0,9742.0
43,G:HGNC:851,G:HGNC:857,"['GTG', 'GMDpDMG']",9.0,0.999,9418.0
44,G:HGNC:851,G:HGNC:857,"['GMG', 'GMDMG']",1562.0,0.743,6079.0
45,G:HGNC:851,G:HGNC:857,"['GMG', 'GMDpDMG']",2523.0,0.55,5601.0
46,G:HGNC:851,G:HGNC:857,"['GMDMG', 'GMDpDMG']",3318.0,0.738,12683.0
47,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG']",1.0,1.0,2049.0
48,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMG']",74.0,0.906,791.0
49,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMDMG']",3.0,0.999,2157.0
50,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMDpDMG']",112.0,0.94,1874.0
51,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMG']",1.0,0.998,549.0
52,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMDMG']",1.0,0.999,1552.0
53,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMDpDMG']",1.0,0.999,1368.0
54,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMG', 'GMDMG']",29.0,0.961,741.0
55,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMG', 'GMDpDMG']",68.0,0.903,698.0
56,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMDMG', 'GMDpDMG']",7.0,0.996,1871.0
57,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMG']",13.0,0.989,1138.0
58,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMDMG']",1.0,1.0,3109.0
59,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMDpDMG']",4.0,0.999,2709.0
60,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMG', 'GMDMG']",279.0,0.807,1445.0
61,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMG', 'GMDpDMG']",507.0,0.628,1364.0
62,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMDMG', 'GMDpDMG']",524.0,0.857,3660.0
63,G:HGNC:851,G:HGNC:857,"['GTG', 'GMG', 'GMDMG']",31.0,0.993,4429.0
64,G:HGNC:851,G:HGNC:857,"['GTG', 'GMG', 'GMDpDMG']",158.0,0.962,4184.0
65,G:HGNC:851,G:HGNC:857,"['GTG', 'GMDMG', 'GMDpDMG']",2.0,1.0,11342.0
66,G:HGNC:851,G:HGNC:857,"['GMG', 'GMDMG', 'GMDpDMG']",1935.0,0.682,6083.0
67,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG']",2.0,0.996,554.0
68,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG']",1.0,0.999,1554.0
69,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDpDMG']",1.0,0.999,1368.0
70,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDMG']",47.0,0.937,741.0
71,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDpDMG']",116.0,0.834,699.0
72,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMDMG', 'GMDpDMG']",50.0,0.973,1876.0
73,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMG', 'GMDMG']",1.0,0.998,527.0
74,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMG', 'GMDpDMG']",1.0,0.998,502.0
75,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,0.999,1368.0
76,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",45.0,0.936,699.0
77,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG']",8.0,0.993,1074.0
78,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",35.0,0.966,1018.0
79,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",3.0,0.999,2709.0
80,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",361.0,0.735,1364.0
81,G:HGNC:851,G:HGNC:857,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",78.0,0.982,4226.0
82,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDMG']",1.0,0.998,527.0
83,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDpDMG']",2.0,0.996,502.0
84,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMDMG', 'GMDpDMG']",1.0,0.999,1368.0
85,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GMG', 'GMDMG', 'GMDpDMG']",79.0,0.887,699.0
86,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.998,502.0
87,G:HGNC:851,G:HGNC:857,"['GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",21.0,0.979,1018.0
88,G:HGNC:851,G:HGNC:857,"['GDpDG', 'GDpDpDG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",1.0,0.998,502.0
89,G:HGNC:7063,G:HGNC:4638,['GPdPG'],17.0,0.726,62.0
90,G:HGNC:7063,G:HGNC:4638,['GTG'],124.0,0.807,642.0
91,G:HGNC:7063,G:HGNC:4638,['GMDMG'],448.0,0.814,2410.0
92,G:HGNC:7063,G:HGNC:4638,['GMDpDMG'],351.0,0.93,5037.0
93,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GTG']",50.0,0.671,152.0
94,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GMDMG']",41.0,0.468,77.0
95,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GMDpDMG']",26.0,0.649,74.0
96,G:HGNC:7063,G:HGNC:4638,"['GTG', 'GMDMG']",1353.0,0.842,8547.0
97,G:HGNC:7063,G:HGNC:4638,"['GTG', 'GMDpDMG']",321.0,0.973,11828.0
98,G:HGNC:7063,G:HGNC:4638,"['GMDMG', 'GMDpDMG']",738.0,0.936,11506.0
99,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GTG', 'GMDMG']",33.0,0.577,78.0
100,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GTG', 'GMDpDMG']",18.0,0.766,77.0
101,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GMDMG', 'GMDpDMG']",23.0,0.697,76.0
102,G:HGNC:7063,G:HGNC:4638,"['GTG', 'GMDMG', 'GMDpDMG']",525.0,0.963,14180.0
103,G:HGNC:7063,G:HGNC:4638,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",22.0,0.711,76.0
104,G:HGNC:17,G:HGNC:23492,['GTG'],14.0,0.92,175.0
105,G:HGNC:29149,G:HGNC:9303,['GTG'],25.0,0.935,384.0
106,G:HGNC:29149,G:HGNC:9303,['GMG'],871.0,0.101,969.0
107,G:HGNC:29149,G:HGNC:9303,['GMDMG'],3621.0,0.425,6297.0
108,G:HGNC:29149,G:HGNC:9303,['GMDpDMG'],1016.0,0.863,7424.0
109,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMG']",2369.0,0.491,4651.0
110,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMDMG']",276.0,0.979,13052.0
111,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMDpDMG']",25.0,0.998,12176.0
112,G:HGNC:29149,G:HGNC:9303,"['GMG', 'GMDMG']",6454.0,0.336,9727.0
113,G:HGNC:29149,G:HGNC:9303,"['GMG', 'GMDpDMG']",4694.0,0.483,9071.0
114,G:HGNC:29149,G:HGNC:9303,"['GMDMG', 'GMDpDMG']",3956.0,0.7,13206.0
115,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMG', 'GMDMG']",2867.0,0.665,8569.0
116,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMG', 'GMDpDMG']",1900.0,0.766,8129.0
117,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMDMG', 'GMDpDMG']",389.0,0.972,13738.0
118,G:HGNC:29149,G:HGNC:9303,"['GMG', 'GMDMG', 'GMDpDMG']",4741.0,0.508,9627.0
119,G:HGNC:29149,G:HGNC:9303,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2277.0,0.723,8212.0
120,G:HGNC:9038,G:HGNC:27396,['GTG'],16.0,0.956,364.0
121,G:HGNC:9038,G:HGNC:27396,['GMDMG'],2899.0,0.196,3607.0
122,G:HGNC:9038,G:HGNC:27396,['GMDpDMG'],3775.0,0.286,5290.0
123,G:HGNC:9038,G:HGNC:27396,"['GTG', 'GMDMG']",76.0,0.987,6051.0
124,G:HGNC:9038,G:HGNC:27396,"['GTG', 'GMDpDMG']",64.0,0.99,6122.0
125,G:HGNC:9038,G:HGNC:27396,"['GMDMG', 'GMDpDMG']",9108.0,0.217,11635.0
126,G:HGNC:9038,G:HGNC:27396,"['GTG', 'GMDMG', 'GMDpDMG']",2955.0,0.598,7353.0
127,G:HGNC:16637,G:HGNC:22960,['GTG'],67.0,0.849,445.0
128,G:HGNC:16637,G:HGNC:22960,['GMDMG'],1334.0,0.548,2950.0
129,G:HGNC:16637,G:HGNC:22960,['GMDpDMG'],106.0,0.973,3980.0
130,G:HGNC:16637,G:HGNC:22960,"['GTG', 'GMDMG']",633.0,0.914,7366.0
131,G:HGNC:16637,G:HGNC:22960,"['GTG', 'GMDpDMG']",292.0,0.964,8109.0
132,G:HGNC:16637,G:HGNC:22960,"['GMDMG', 'GMDpDMG']",1138.0,0.9,11361.0
133,G:HGNC:16637,G:HGNC:22960,"['GTG', 'GMDMG', 'GMDpDMG']",238.0,0.979,11118.0
134,G:HGNC:6190,G:HGNC:12434,['GPdPG'],8.0,0.805,41.0
135,G:HGNC:6190,G:HGNC:12434,['GTG'],91.0,0.844,584.0
136,G:HGNC:6190,G:HGNC:12434,['GMG'],541.0,0.555,1217.0
137,G:HGNC:6190,G:HGNC:12434,['GMDMG'],3183.0,0.361,4982.0
138,G:HGNC:6190,G:HGNC:12434,['GMDpDMG'],4581.0,0.29,6455.0
139,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG']",179.0,0.552,400.0
140,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMG']",39.0,0.773,172.0
141,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMDMG']",234.0,0.422,405.0
142,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMDpDMG']",224.0,0.362,351.0
143,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMG']",278.0,0.933,4154.0
144,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMDMG']",1295.0,0.907,13964.0
145,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMDpDMG']",2065.0,0.836,12607.0
146,G:HGNC:6190,G:HGNC:12434,"['GMG', 'GMDMG']",1149.0,0.846,7450.0
147,G:HGNC:6190,G:HGNC:12434,"['GMG', 'GMDpDMG']",1222.0,0.827,7071.0
148,G:HGNC:6190,G:HGNC:12434,"['GMDMG', 'GMDpDMG']",7515.0,0.416,12871.0
149,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMG']",40.0,0.814,215.0
150,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDMG']",221.0,0.48,425.0
151,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDpDMG']",221.0,0.421,382.0
152,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMG', 'GMDMG']",57.0,0.725,207.0
153,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMG', 'GMDpDMG']",59.0,0.694,193.0
154,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMDMG', 'GMDpDMG']",245.0,0.352,378.0
155,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMG', 'GMDMG']",299.0,0.957,6890.0
156,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMG', 'GMDpDMG']",334.0,0.949,6540.0
157,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMDMG', 'GMDpDMG']",3873.0,0.739,14851.0
158,G:HGNC:6190,G:HGNC:12434,"['GMG', 'GMDMG', 'GMDpDMG']",1562.0,0.79,7450.0
159,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMG', 'GMDMG']",52.0,0.746,205.0
160,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMG', 'GMDpDMG']",54.0,0.717,191.0
161,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMDMG', 'GMDpDMG']",239.0,0.374,382.0
162,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GMG', 'GMDMG', 'GMDpDMG']",69.0,0.642,193.0
163,G:HGNC:6190,G:HGNC:12434,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",649.0,0.901,6584.0
164,G:HGNC:6190,G:HGNC:12434,"['GPdPG', 'GTG', 'GMG', 'GMDMG', 'GMDpDMG']",65.0,0.66,191.0
165,G:HGNC:16890,G:HGNC:15566,['GTG'],28.0,0.93,398.0
166,G:HGNC:16890,G:HGNC:15566,['GMDMG'],2793.0,0.197,3478.0
167,G:HGNC:16890,G:HGNC:15566,"['GTG', 'GMDMG']",5601.0,0.372,8920.0
168,G:HGNC:4123,G:HGNC:4124,['GTG'],1.0,0.997,375.0
169,G:HGNC:4123,G:HGNC:4124,['GMDMG'],2917.0,0.264,3966.0
170,G:HGNC:4123,G:HGNC:4124,['GMDpDMG'],1048.0,0.811,5556.0
171,G:HGNC:4123,G:HGNC:4124,"['GTG', 'GMDMG']",13.0,0.998,7138.0
172,G:HGNC:4123,G:HGNC:4124,"['GTG', 'GMDpDMG']",1.0,1.0,7644.0
173,G:HGNC:4123,G:HGNC:4124,"['GMDMG', 'GMDpDMG']",5282.0,0.572,12334.0
174,G:HGNC:4123,G:HGNC:4124,"['GTG', 'GMDMG', 'GMDpDMG']",53.0,0.994,9567.0
175,G:HGNC:10251,G:HGNC:9395,['GTG'],211.0,0.746,830.0
176,G:HGNC:10251,G:HGNC:9395,['GMG'],750.0,0.162,895.0
177,G:HGNC:10251,G:HGNC:9395,['GMDMG'],1775.0,0.533,3798.0
178,G:HGNC:10251,G:HGNC:9395,['GMDpDMG'],3793.0,0.299,5412.0
179,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMG']",1854.0,0.607,4722.0
180,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMDMG']",490.0,0.963,13247.0
181,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMDpDMG']",2022.0,0.835,12220.0
182,G:HGNC:10251,G:HGNC:9395,"['GMG', 'GMDMG']",4960.0,0.303,7119.0
183,G:HGNC:10251,G:HGNC:9395,"['GMG', 'GMDpDMG']",5357.0,0.177,6511.0
184,G:HGNC:10251,G:HGNC:9395,"['GMDMG', 'GMDpDMG']",8059.0,0.343,12275.0
185,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMG', 'GMDMG']",2089.0,0.712,7264.0
186,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMG', 'GMDpDMG']",2973.0,0.538,6433.0
187,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMDMG', 'GMDpDMG']",3518.0,0.763,14813.0
188,G:HGNC:10251,G:HGNC:9395,"['GMG', 'GMDMG', 'GMDpDMG']",5479.0,0.217,6999.0
189,G:HGNC:10251,G:HGNC:9395,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",3407.0,0.477,6509.0
190,G:HGNC:9288,G:HGNC:9306,['GTG'],29.0,0.887,256.0
191,G:HGNC:9288,G:HGNC:9306,['GMG'],195.0,0.601,489.0
192,G:HGNC:9288,G:HGNC:9306,['GMDMG'],3278.0,0.226,4234.0
193,G:HGNC:9288,G:HGNC:9306,['GMDpDMG'],5537.0,0.003,5552.0
194,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMG']",94.0,0.932,1390.0
195,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMDMG']",2974.0,0.607,7574.0
196,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMDpDMG']",7777.0,0.054,8224.0
197,G:HGNC:9288,G:HGNC:9306,"['GMG', 'GMDMG']",2967.0,0.096,3281.0
198,G:HGNC:9288,G:HGNC:9306,"['GMG', 'GMDpDMG']",3089.0,0.011,3122.0
199,G:HGNC:9288,G:HGNC:9306,"['GMDMG', 'GMDpDMG']",11762.0,0.01,11876.0
200,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMG', 'GMDMG']",1352.0,0.403,2263.0
201,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMG', 'GMDpDMG']",1985.0,0.089,2178.0
202,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMDMG', 'GMDpDMG']",9798.0,0.088,10741.0
203,G:HGNC:9288,G:HGNC:9306,"['GMG', 'GMDMG', 'GMDpDMG']",3179.0,0.015,3227.0
204,G:HGNC:9288,G:HGNC:9306,"['GTG', 'GMG', 'GMDMG', 'GMDpDMG']",2079.0,0.049,2187.0
205,G:HGNC:33437,G:HGNC:4642,['GTG'],5.0,0.981,267.0
206,G:HGNC:33437,G:HGNC:4642,['GMG'],3.0,0.987,225.0
207,G:HGNC:33437,G:HGNC:4642,"['GTG', 'GMG']",2.0,0.998,1093.0
208,G:HGNC:9314,G:HGNC:9316,['GTG'],10.0,0.982,547.0
209,G:HGNC:1470,G:HGNC:1460,['GPdPG'],4.0,0.9,40.0
210,G:HGNC:1470,G:HGNC:1460,['GTG'],89.0,0.857,621.0
211,G:HGNC:1470,G:HGNC:1460,['GMDMG'],2410.0,0.246,3197.0
212,G:HGNC:1470,G:HGNC:1460,"['GPdPG', 'GTG']",160.0,0.618,419.0
213,G:HGNC:1470,G:HGNC:1460,"['GPdPG', 'GMDMG']",179.0,0.469,337.0
214,G:HGNC:1470,G:HGNC:1460,"['GTG', 'GMDMG']",1742.0,0.77,7579.0
215,G:HGNC:1470,G:HGNC:1460,"['GPdPG', 'GTG', 'GMDMG']",138.0,0.663,409.0
216,G:HGNC:7715,G:HGNC:7716,['GDG'],3.0,0.571,7.0
217,G:HGNC:7715,G:HGNC:7716,['GDpDG'],6.0,0.993,856.0
218,G:HGNC:7715,G:HGNC:7716,['GDpDpDG'],1298.0,0.78,5904.0
219,G:HGNC:7715,G:HGNC:7716,['GPdPG'],1.0,0.933,15.0
220,G:HGNC:7715,G:HGNC:7716,['GTG'],6.0,0.982,325.0
221,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG']",7.0,0.75,28.0
222,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDpDG']",20.0,0.286,28.0
223,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GPdPG']",3.0,0.7,10.0
224,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GTG']",14.0,0.75,56.0
225,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GDpDpDG']",21.0,0.993,3199.0
226,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GPdPG']",4.0,0.947,76.0
227,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GTG']",10.0,0.994,1633.0
228,G:HGNC:7715,G:HGNC:7716,"['GDpDpDG', 'GPdPG']",33.0,0.683,104.0
229,G:HGNC:7715,G:HGNC:7716,"['GDpDpDG', 'GTG']",12.0,0.996,3219.0
230,G:HGNC:7715,G:HGNC:7716,"['GPdPG', 'GTG']",5.0,0.964,138.0
231,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GDpDpDG']",15.0,0.464,28.0
232,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GPdPG']",4.0,0.75,16.0
233,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GTG']",19.0,0.703,64.0
234,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDpDG', 'GPdPG']",7.0,0.562,16.0
235,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDpDG', 'GTG']",10.0,0.811,53.0
236,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GPdPG', 'GTG']",13.0,0.667,39.0
237,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GDpDpDG', 'GPdPG']",7.0,0.911,79.0
238,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GDpDpDG', 'GTG']",11.0,0.994,1837.0
239,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GPdPG', 'GTG']",9.0,0.906,96.0
240,G:HGNC:7715,G:HGNC:7716,"['GDpDpDG', 'GPdPG', 'GTG']",9.0,0.907,97.0
241,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG']",7.0,0.562,16.0
242,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GDpDpDG', 'GTG']",11.0,0.792,53.0
243,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GPdPG', 'GTG']",16.0,0.636,44.0
244,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDpDG', 'GPdPG', 'GTG']",10.0,0.722,36.0
245,G:HGNC:7715,G:HGNC:7716,"['GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",10.0,0.886,88.0
246,G:HGNC:7715,G:HGNC:7716,"['GDG', 'GDpDG', 'GDpDpDG', 'GPdPG', 'GTG']",10.0,0.722,36.0
247,G:HGNC:7460,G:HGNC:7462,['GDG'],8.0,0.333,12.0
248,G:HGNC:7460,G:HGNC:7462,['GDpDG'],41.0,0.951,835.0
249,G:HGNC:7460,G:HGNC:7462,['GDpDpDG'],3682.0,0.355,5707.0
250,G:HGNC:7460,G:HGNC:7462,['GPdPG'],1.0,0.933,15.0
251,G:HGNC:7460,G:HGNC:7462,['GTG'],19.0,0.89,172.0
252,G:HGNC:7460,G:HGNC:7462,"['GDG', 'GDpDG']",32.0,0.0,32.0
253,G:HGNC:7460,G:HGNC:7462,"['GDG', 'GDpDpDG']",31.0,0.0,31.0
254,G:HGNC:7460,G:HGNC:7462,"['GDG', 'GPdPG']",5.0,0.444,9.0
255,G:HGNC:7460,G:HGNC:7462,"['GDG', 'GTG']",26.0,0.409,44.0
256,G:HGNC:7460,G:HGNC:7462,"['GDpDG', 'GDpDpDG']",873.0,0.605,2209.0
257,G:HGNC:7460,G:HGNC:7462,"['GDpDG', 'GPdPG']",12.0,0.774,53.0
258,G:HGNC:7460,G:HGNC:7462,"['GDpDG', 'GTG']",40.0,0.922,515.0
259,G:HGNC:7460,G:HGNC:7462,"['GDpDpDG', 'GPdPG']",67.0,0.343,102.0
260,G:HGNC:7460,G:HGNC:7462,"['GDpDpDG', 'GTG']",334.0,0.722,1202.0
261,G:HGNC:7460,G:HGNC:7462,"['GPdPG', 'GTG']",17.0,0.746,67.0
